news_id,news_date,news_title,news_content,jo_freq,per_freq,org_freq,author_freq,affiliation_freq
09-11-004_reuters,2011-06-19,Scientists develop new approach for cancer vaccine,"LONDON (Reuters) - Scientists have developed a technique that uses a library of DNA taken from organs in which tumors can form and harnesses the body's immune response to create a vaccine designed to treat cancer.

In a study published in the journal Nature Medicine on Sunday, researchers from Britain and the United States said that in early tests in mice with prostate cancer, their experimental vaccine was able to shrink tumors, suggesting it could be developed in future into a treatment for cancer patients.

""Using the immune system to treat cancer is a very exciting area at the moment,"" Alan Melcher of Leeds University, who co-led the study, said in an interview. 

""What we've done is to develop a new approach which builds on a promising foundation.""

He said the method could potentially be used against other forms of cancer such as skin or breast cancer, but added that the research was at an early stage and it would be several years before a vaccine could be developed for testing in humans.

Immunotherapy treatments -- medicines that enlist the help of the body's immune system to fight disease -- are a relatively new form of potential cancer treatment.

An immunotherapy drug called ipilimumab, or Yervoy, made by Bristol-Myers Squibb, was approved by the U.S. Food and Drug Administration (FDA) in March as the first drug to help advanced melanoma patients live longer.

And last April, the FDA approved Dendreon Corp's Provenge, a therapeutic vaccine designed to stimulate the immune system to attack prostate cancer.

CELLS

Unlike traditional vaccines, therapeutic vaccines are not designed to prevent disease, but to treat it. 

They contain genes to stimulate the immune system to produce proteins called antigens, which activate the immune system to kill cancer cells.

Several drugmakers are trying to develop cancer vaccines but the work is proving difficult because each tumor has specific proteins and identifying the right antigens is tricky. 

There are also concerns that if more genes are used to increase the chances of producing successful antigens, this might trigger an immune response that is too strong for the body to handle.

Working with scientists from the Mayo Clinic in Rochester in the United States, Melcher's team made a vaccine made from a virus which they genetically engineered to contain a ""library"" of DNA including multiple fragments of genes -- and therefore many possible antigens.

They found that this approach did not send the immune system into overdrive. 

Instead, the range of DNA meant the vaccine was able to target the tumor through many routes, they said.

Importantly, the DNA library was harvested from the same organ as the tumor, Melcher explained. 

This meant that the immune system ""self-selected"" the cancer antigens to respond to and did not react against other healthy parts of the body.

""The biggest challenge in immunology is developing antigens that can target the tumor without causing harm elsewhere,"" he said. 

""By using DNA from the same part of the body as the tumor ... we may be able to solve that problem.""

Melcher said his team now planned to develop the technique further and have an experimental vaccine ready for testing in humans within a few years.","{""Nature Medicine"": 1}","{""Alan Melcher"": 1, ""Melcher"": 3}","{""Reuters"": 1, ""Nature Medicine"": 1, ""Leeds University"": 1, ""Bristol-Myers Squibb"": 1, ""the U.S. Food and Drug Administration"": 1, ""FDA"": 2, ""Dendreon Corp's"": 1, ""the Mayo Clinic"": 1}","{""Alan Melcher"": 1, ""Melcher"": 2}","{""Nature Medicine"": 1, ""Leeds University"": 1, ""Bristol-Myers Squibb"": 1, ""the U.S. Food and Drug Administration"": 1, ""FDA"": 2, ""Dendreon Corp's"": 1, ""the Mayo Clinic"": 1}"
19-11-003_bbcnews,2011-02-10,Pain reduced by changing what you look at,"What you look at can influence how much pain you feel, a study has revealed.

Contrary to many people's compulsion to look away during a painful event such as an injection, scientists found that looking at your body - in this case the hand - reduces the pain experienced.

The team also showed that magnifying the hand to make it appear larger cut pain levels further still.

The study, published in Psychological Science, is shedding light on how the brain processes pain.

The researchers say that gaining a better understanding of this could lead to new treatments.

Look away?

The University College London (UCL) and University of Milan-Bicocca research, which was funded by the Biotechnology and Biological Sciences Research Council (BBSRC), was carried out with the help of 18 volunteers.

The scientists applied a heat probe to each participant's hand, gradually increasing the temperature. 

As soon as this began to feel painful, the probe was removed and the temperature was recorded.

Patrick Haggard, professor of cognitive neuroscience from UCL, explained: ""This gives us a measure of the pain threshold, and it is a safe and reliable way of testing when the brain pathways that underline pain become active.""

The scientists then used a set of mirrors to manipulate what the volunteers saw.

The team found that volunteers could tolerate on average 3C more heat when they were looking at their hand in the mirror, compared with when their hand was obscured by a block of wood. 

Professor Haggard said: ""You always advise children not to look when they are having an injection or a blood sample taken, but we have found that looking at the body is analgesic - just looking at the body reduces pain levels.

""So my advice would be to look at your arm, but try to avoid seeing the needle - if that's ""possible. ""



Brain pain

In another experiment, the researchers used convex mirrors to enlarge the appearance of the participant's hand. 

They found that doing so meant the volunteers were able to tolerate higher temperatures. 

Conversely, when the team made the volunteers' hands look smaller, their pain threshold decreased.

The studies are helping to show how pain is processed in the brain 

The researchers said the fact that pain levels were directly proportional to the size the body was viewed at was helping them to better understand the neurological basis of pain.

Professor Haggard said: ""We know quite a lot about the pathways that carry pain signals from the body to the brain, but we know rather less about how the brain processes these signals once they arrive.

""Our interest has been in the relationship between the experience of pain and the representation that your brain makes of your own body. 

""And we've shown there is an interesting interaction between the brain's visual networks and the brain's pain networks."" 

The researchers hope that understanding more about the science underpinning pain could one day help to lead to new treatments for chronic conditions.

Dr Flavia Mancini, lead author of the paper, said: ""Psychological therapies for pain usually focus on the source of pain, for example by changing expectations or attention. 

""However, thinking beyond the pain stimulus, to our body itself, may lead to novel clinical treatments.""

Increasingly there is an interest in what the brain does to pain signals”

End Quote Dr Paul Nandi UCL Hospitals 

And doctors say this is vital.

Dr Paul Nandi, a consultant in pain medicine at UCL Hospitals' Pain Management Centre, said: ""Pain is an enormous problem in the National Health Service and in society generally.

""We do not have precise figures, but it affects several million people in the UK, and it has a huge impact on quality of life.

""It also produces a huge economic burden - if you look at chronic back pain alone, it is estimated that it costs £16bn per annum.

""But this is still widely under-appreciated, and hasn't received the same attention and resources as other areas perceived as 'exciting' in the medical profession.""

However, he said that studies like this could help to drive more research.

Dr Nandi explained: ""A lot of research in the past few years has focussed on identifying targets in the nervous systems that can be used for treatments. 

""But increasingly there is an interest in what the brain does to pain signals, and I think this will be a very exciting field for research in the next few years.""","{""Psychological Science"": 1}","{""Patrick Haggard"": 1, ""Haggard"": 2, ""Flavia Mancini"": 1, ""Paul Nandi"": 2, ""Nandi"": 1}","{""Psychological Science"": 1, ""The University College London (UCL)"": 1, ""University of Milan-Bicocca"": 1, ""the Biotechnology and Biological Sciences Research Council"": 1, ""BBSRC)"": 1, ""UCL"": 1, ""UCL Hospitals"": 1, ""UCL Hospitals' Pain Management Centre"": 1, ""the National Health Service"": 1}","{""Haggard"": 2, ""Flavia Mancini"": 1, ""Paul Nandi"": 1, ""Nandi"": 2}","{""Psychological Science"": 1, ""The University College London (UCL)"": 1, ""University of Milan-Bicocca"": 1, ""the Biotechnology and Biological Sciences Research Council"": 1, ""BBSRC)"": 1, ""UCL"": 4, ""UCL Hospitals"": 2, ""UCL Hospitals' Pain Management Centre"": 1, ""the National Health Service"": 1}"
03-11-035_bbcnews,2011-10-07,Severe hypoglycaemia cause found,"The cause of a rare and severe form of hypoglycaemia - or very low levels of sugar in the blood - is genetic, say researchers.

The life-threatening condition means the body does not have enough energy to function.

Scientists at the University of Cambridge say mutations in the AKT2 gene are to blame.

Writing in the journal Science, they say there are already cancer drugs which target a similar process.

Hypoglycaemia can be caused by a disruption in the balance between the hormone insulin and sugar.

Insulin lowers the level of sugar in the blood.

The condition is commonly associated with Type 1 diabetes, when the patients inject too much insulin, miss a meal or drink alcohol.

Rare 

However, one-in-100,000 babies are born with a genetic defect which means they develop hypoglycaemia even when there is no insulin in the blood.

In theory they should have very high blood sugar levels.

These patients have to have a feeding tube inserted directly into the stomach to prevent fits while they are asleep.

One of the researchers, Dr Robert Semple, said: ""Fear of low blood sugar has dominated the lives of these patients and their families.""

Scientists analysed the genetic code of three children with the condition.

All had a mutation in the AKT2 gene.

AKT2 acts as an interpreter for the hormone insulin.

With the mutation, the interpreter acts as though insulin is always present, lowering blood sugar levels.

Lead researcher Prof Stephen O'Rahilly told the BBC that cancer drugs were available which targeted AKT1 and which also act against AKT2.

""There are actual pills that can be swallowed by humans, there could be a treatment in a year.""","{""Science"": 1}","{""Robert Semple"": 1, ""Stephen"": 1, ""O'Rahilly"": 1}","{""the University of Cambridge"": 1, ""AKT2"": 3, ""BBC"": 1, ""AKT1"": 1}","{""Robert Semple"": 1, ""Stephen"": 1, ""O'Rahilly"": 1}","{""the University of Cambridge"": 1, ""AKT2"": 2, ""BBC"": 1, ""AKT1"": 1}"
20-11-011_sun,2011-08-12,'Cut salt by 3g to save life',"CUTTING salt consumption by just half a teaspoon a day could save 20,000 lives in Britain every year, according to a study out today.

The 3g reduction to the Government's daily target of 6g would cut deaths from heart disease by up to 12,000 and stroke by up to 8,000 - and save billions of pounds in healthcare costs.

Excess salt raises blood pressure - and 75 per cent of our intake comes from processed food.

Dr Francesco Cappuccio, of the University of Warwick, called for voluntary or mandatory action to set lower salt targets for manufacturers.

The study is published in the British Medical Journal.","{""British Medical Journal"": 1}","{""Francesco Cappuccio"": 1}","{""Government"": 1, ""the University of Warwick"": 1, ""the British Medical Journal"": 1}",,"{""the University of Warwick"": 1}"
20-11-011_mirror,2011-08-12,SALT OF THE EARTH; 1/2 TEASPOON LESS A DAY WOULD SAVE MILLIONS OF LIVES GLOBALLY,"REDUCING salt intake by a third would save millions of lives worldwide.

The three-gram cut - or half a teaspoon less each day - would prevent 20,000 deaths by strokes and heart attacks in the UK alone each year, say scientists.

And with three-quarters of the salt coming from processed food, they want limits on how much producers add to their products.

Not only will the reduction to average daily consumption - a government target by 2012 - save lives, it will also save the NHS millions in expensive operations.

The scientists, led by Warwick University's Professor Francesco Cappuccio, also want publicity campaigns and surveys of salt intake. s

Prof Cappuccio, writing online in the British Medical Journal ahead of a UN conference next month, said high blood pressure was the biggest killer of adults worldwide.

He added: ""Evidence from a very wide variety of studies shows a consistent direct relation between salt intake and blood pressure.""

""The blood pressure lowering effect of reducing salt intake is effective in men and women, in all ethnic groups, and all ages.""

The same three-gram cut in the USA would result in up to 120,000 fewer cases of coronary heart disease, up to 66,000 strokes and 99,000 heart attacks annually.

The World Health Organisation wants to lower salt intake globally to less than 5g a day by 2025.

Researchers say targeting consumers is not enough as most salt is added before products are sold.

They warned: ""Denial and delay will be costly in terms of avoidable illness and expenses.""","{""British Medical Journal"": 1}","{""Francesco Cappuccio"": 1, ""Cappuccio"": 1}","{""NHS"": 1, ""Warwick University's"": 1, ""the British Medical Journal"": 1, ""UN"": 1, ""The World Health Organisation"": 1}","{""Francesco Cappuccio"": 1, ""Cappuccio"": 2}","{""Warwick University's"": 1, ""the British Medical Journal"": 1, ""UN"": 1, ""The World Health Organisation"": 1}"
20-11-011_telegraph,2011-08-12,Cut 'killer' salt,"Cutting salt consumption by half a teaspoon a day could save 20,000 lives every year, according to a study.

The three gram cut would reduce deaths from heart disease and stroke by up to 12,000 and 8,000 respectively by lowering blood pressure, said experts.

Current average intake is about nine grams a day - 50 per cent higher than recommended - with three-quarters of the salt coming from processed food.

Writing online in the British Medical Journal, researchers at Warwick University have called for public awareness campaigns and the setting of progressive salt targets for food manufacturers.

They also want population surveys of salt consumption.","{""British Medical Journal"": 1}",{},"{""the British Medical Journal"": 1, ""Warwick University"": 1}",,"{""the British Medical Journal"": 1, ""Warwick University"": 1}"
20-11-011_bbcnews,2011-08-12,Cutting salt 'should be global priority',"The UN must make reducing salt intake a global health priority, say UK scientists.

Writing in the British Medical Journal they say a 15% cut in consumption could save 8.5 million lives around the world over the next decade. 

The report says practical steps to reduce consumption should be drawn up without delay.

If voluntary measures do not work, the food industry should be compelled to cut salt levels, it says.

The report - by researchers at the Universities of Warwick and Liverpool - says that after cutting tobacco consumption, getting people to eat less salt would be the most cost effective way to improve global health.

The researchers say there is a ""consistent, direct relation between salt intake and blood pressure"".

High blood pressure in turn is linked to heart disease, stroke and kidney problems.

They point to the US, where cutting salt intake by a third would save tens of thousands of lives and save up to $24 billion annually in health care costs. 

But with 70% of deaths from strokes and heart attacks occurring in developing countries, the report says the impact of reduced intake would be global.

Industry responsibility 

However, the researchers warn that both widespread education and engagement with the food industry will be needed to limit the salt content of processed foods. 

One of the report authors, Professor Francisco Cappucio, of the University of Warwick, said the food industry had a ""huge responsibility"" to take action.

He said: ""The reformulation of food in their hands could deliver a massive impact to public health in the same way that at the moment it is contributing to a huge burden of disease.

""They train your taste buds - the more salt you eat the less salt you taste the more salt you want, to get that saltiness. 

""It is quite a vicious circle, and these circles create profit and it is important that these profits are balanced against the health of the population.""

But Morton Satin, a vice president at the industry body, the Salt Institute, rejected the report out of hand.

He said: ""The salt reduction agenda has become an urban myth - far more based upon populist ideology than objective science.""

Mr Satin said there had been a number of studies in the past year that have questioned the prevailing wisdom on the health damage caused by salt. 

He said: ""This compulsion to regulate is being pushed by a gaggle of activist ideologues who have long ago abandoned science to take up the salt-bashing cudgel.""

Blood pressure cut 

Professor Cappucio pointed to successful salt reduction programmes in Finland, Portugal and Japan which all showed substantial reductions in blood pressure following cutbacks in salt consumption.

He has little time for the efforts of the food and salt industry to re-open the debate on health effects.

""It's no surprise that there has been some antagonism from the food industry, trying to create some false feeling of controversy to confuse consumers.

""There is a covert approach to protect their profits at a time where a reduction in salt intake might erode some of them.""

The latest report comes ahead of a UN high level meeting on non-communicable diseases in September which will draw up plans to fight heart disease, diabetes and other ailments over the next decade.","{""British Medical Journal"": 1}","{""Francisco Cappucio"": 1, ""Morton Satin"": 1, ""Satin"": 1, ""Cappucio"": 1}","{""UN"": 2, ""the British Medical Journal"": 1, ""the Universities of Warwick"": 1, ""the University of Warwick"": 1, ""the Salt Institute"": 1}","{""Francisco Cappucio"": 1, ""Cappucio"": 2}","{""UN"": 2, ""the Universities of Warwick"": 1, ""the University of Warwick"": 1, ""the Salt Institute"": 1}"
20-11-011_metro,2011-08-12,AGAINST THE GRAIN: Cutting [...];,"AGAINST THE GRAIN: Cutting salt intake by just half a teaspoon a day could save 20,000 lives in Britain each year, researchers say.

The 3g (0.1oz) reduction would cut fatalities from heart disease and stroke by up to 12,000 and 8,000 respectively, say experts from the University of Warwick.

Current average intake is about 9g (0.3oz) - 50 per cent higher than recommended.

If you have a story for MiniCosm please e-mail us at Cosm@ukmetro.co.uk",,{},"{""the University of Warwick"": 1}",,"{""the University of Warwick"": 1}"
02-11-040_independent,2011-10-12,"POSITIVE THINKING; 

More Britons than ever have HIV - but their life expectancy after diagnosis has never been higher. Jeremy Laurance reports on how we learnt to live with the Aids virus","Julian Hows is one of the lucky ones. When he was diagnosed with HIV in 1990, the disease was a death sentence. 

Now infection with the virus that causes Aids has become a way of life for almost 100,000 people in Britain. 

Improvements in drug treatment over the past decade have dramatically extended life expectancy for patients with HIV by an average of 16 years, according to research published today.

Julian survived those early years without treatment - the drugs available such as AZT were toxic with unpleasant side-effects and he didn't trust them. ""I left my job, went round the world, did some serious damage to my credit card and came home. Then I realised: 'I am not dead yet'.""

By 2000, when he was seriously ill with pneumonia and shingles, new combination therapy involving a cocktail of drugs was starting to show dramatic improvements. ""There was great suspicion of antiretroviral drugs at first - we didn't know their toxicity or the dosing regime. 

I was fortunate because just as my health began to deteriorate and I needed treatment they started to get it right."" 

More than a decade later, Julian, 56, a programme officer with the Global Network of People Living with HIV in the Netherlands, is living proof of the power of the new drugs. 

But the advance has brought a crisis in its wake. 

The numbers in treatment have trebled since 2000 at a cost of almost £1bn a year. 

Efforts to prevent the disease, condemned as ""woefully inadequate"" by a Lords committee last month, are failing to curb the increase and there are warnings that complacency among young people about the risks has grown, fuelled by the success of treatment.

New diagnoses of HIV acquired in the UK have almost doubled from 1,950 in 2001 to 3,780 in 2010, according to the Health Protection Agency (HPA). 

More than a quarter of those infected have not been tested and are unaware of their condition, increasing the danger to themselves and the risk that they will pass on the infection. 

Research published in the British Medical Journal today shows that the average 20-year-old diagnosed with HIV can now expect to live to their mid-60s. 

The same person diagnosed in the mid-1990s had a life expectancy to age 50. That improvement is down to modern combination drugs that keep the virus in check.

From a killer infection that cut down millions of young men and women in their prime, HIV/Aids has been transformed into a chronic disease that people live with, rather than die from.

Last month's report by the House of Lords HIV and Aids Select Committee noted that just £2.9m was spent on HIV prevention in the UK in the last year compared with £762m on treatment. 

Avoiding one infection saves treatment costs estimated at £280,000-£360,000. 

The HPA said the NHS could have saved £1.2 bn if all 3,780 cases infected in the UK in 2010 had been prevented.

The committee was chaired by Lord Norman Fowler who, as Health Secretary in 1986, launched the ""Don't die of ignorance"" campaign, the first to warn of the Aids pandemic. Lord Fowler said: ""In the last 25 years the development of new drugs has dramatically reduced the death toll but that should not encourage a false sense of security. 

Prevention must be the key policy.""

His words were echoed by the authors of today's BMJ study, based on more than 17,000 patients with HIV, of whom 1,248 died between 1996 and 2008. 

It showed that the earlier patients were diagnosed and the sooner they started treatment the better their outlook.

Doctors assess how far HIV infection has advanced by counting the number of CD4 cells in the blood, a measure of the strength of their immune systems.

The researchers from the University of Bristol, found that patients who were tested and treated early in the course of the infection - when their immune systems, as measured by their CD4 cell counts, were still relatively robust - had the longest life expectancy into their 70s (for those diagnosed at age 20). 

Those who delayed testing and did not start treatment until the disease was advanced had a life expectancy on average only until their 50s.

Mark Gompels, co-author of the study and director of HIV and Aids Services, North Bristol NHS Trust, said: ""These results are very reassuring news for current patients. 

People are frightened of getting tested because they think they are going to die. 

But the message of these results is that they should get tested.""

""Of those who delay and present to us with late-stage HIV infection, 20 per cent die within six months. 

Had they been tested and treated early they would have looked forward to a life expectancy of the kind we report.""

But Dr Gompels admitted ""one worry"" about the success of treatment was that it could make people complacent. ""We must not let that happen,"" he said.

Men who have sex with men are at highest risk of contracting the disease in the UK, with new diagnoses up 70 per cent in the past 10 years. 

An expansion of HIV-testing in the 38 primary care trusts with the highest HIV prevalence was recommended in guidance from the National Institute for Clinical Excellence last March.

For Julian, the future remains bright, though he now faces a new challenge - how to support himself in a retirement he never thought he would see.

""I don't have a pension and I will probably have to work to my late 60s. 

But I would rather be facing the poverty trap than a six-foot box underground.""

Sir Nick Partridge, chief executive of Terrence Higgins Trust, yesterday hailed the advance revealed in the latest research. 

""It demonstrates why it's so much better to know if you have HIV. 

Late diagnosis and late treatment mean an earlier grave, so if you've been at risk for HIV, get tested now.""

The UK's relationship with HIV has come a long way in 30 years

1981

Reports of pneumonia clusters among gay men in California and New York bring the condition - initially known as Gay Related Immune Deficiency (Grid) - to public attention.

1982

First use of the term Acquired Immune Deficiency Syndrome (Aids).

1983

Terrence Higgins Trust formally established, in memory of the late Terry Higgins, an early Aids victim. UK Aids cases: 17.

1984

Human Immunodeficiency Virus (HIV) isolated in France and US (initially as LAV and HTLV-III).

1985

Body Positive, a self-help group for virus-carriers, established. Royal College of Nursing warns of one million infections by 1991 if trends continue.

1987

""Don't die of ignorance"" campaign launched in the UK, along with nationwide HIV testing and pilot needle exchange schemes. AZT, the first anti-retroviral drug, is approved in the US.

Diana, Princess of Wales, defies convention by publicly shaking hands with an Aids patient.

1988

World Aids Day established. London Lighthouse (a residential centre for people with Aids) opens.

1989

Red Ribbon introduced as HIV symbol. AZT found to slow progress of Aids.

1990

John Major announces £42m compensation for haemophiliacs infected with HIV through blood transfusions.

1991

Freddie Mercury dies of Aids.

1993

Aids education becomes mandatory in schools. Kenny Everett and Holly Johnson announce they are HIV-positive. UK Aids cases: 7,045.

1995

Highly Active Antiretroviral Therapy (HAART), the first combination therapy, is approved in the US. In the UK, 25,689 are HIV-positive, 11,872 have Aids, and 1,715 die of Aids.

1996

Protease inhibitors found to be effective in the treatment of HIV.

1997

UK Aids deaths: 737.

1998

First trials of a putative HIV vaccine.

2000

More than 3,000 new diagnoses of HIV infection in the UK - a record.

2001

Major pharmaceutical companies stop opposing the production of generic antiretrovirals.

2002

5,854 new HIV infections diagnosed in the UK (more than twice the figure for 1996).

2003

Many drug companies lower their prices for antiretrovirals in poorer countries. In the UK, 49,500 people are HIV-positive.

2004

Globally, nearly 8,000 people a day are dying from Aids.

2005

G8 leaders pledge universal access to antiretroviral treatment by 2010.

2006

Annual cost of managing the condition in the UK is £500m.

2007

7,734 new HIV diagnoses in the UK - the most ever.

2009

85,600 people in the UK have HIV, of whom about a quarter are unaware of it.

2010

Annual cost of managing HIV in the UK reaches £760m

2011

Number of HIV-positive people in the UK passes 100,000 - but a 20-year-old just diagnosed with the virus has a life expectancy of another 46 years.","{""British Medical Journal"": 1}","{""Julian"": 4, ""Norman Fowler"": 1, ""Lord Fowler"": 1, ""Mark Gompels"": 1, ""Gompels"": 1, ""Nick Partridge"": 1, ""Terrence Higgins"": 1, ""Terry Higgins"": 1, ""Diana"": 1, ""John Major"": 1, ""Freddie Mercury"": 1, ""Kenny Everett"": 1, ""Holly Johnson"": 1}","{""the Global Network of People Living with HIV"": 1, ""Lords"": 1, ""the Health Protection Agency"": 1, ""HPA"": 2, ""the British Medical Journal"": 1, ""the House of Lords HIV and Aids Select Committee"": 1, ""NHS"": 1, ""BMJ"": 1, ""the University of Bristol"": 1, ""HIV and Aids Services"": 1, ""North Bristol NHS Trust"": 1, ""the National Institute for Clinical Excellence"": 1, ""Terrence Higgins Trust"": 1, ""LAV"": 1, ""Royal College of Nursing"": 1, ""Red Ribbon"": 1, ""AZT"": 1, ""G8"": 1}","{""Julian"": 1, ""Norman Fowler"": 1, ""Lord Fowler"": 1, ""Mark Gompels"": 1, ""Gompels"": 2, ""Kenny Everett"": 1, ""Holly Johnson"": 1}","{""the Global Network of People Living with HIV"": 1, ""the Health Protection Agency"": 1, ""HPA"": 2, ""Lords"": 1, ""the House of Lords HIV and Aids Select Committee"": 1, ""NHS"": 2, ""the University of Bristol"": 1, ""HIV and Aids Services"": 1, ""North Bristol NHS Trust"": 1, ""the National Institute for Clinical Excellence"": 1, ""Terrence Higgins Trust"": 2, ""Royal College of Nursing"": 1, ""AZT"": 1}"
02-11-040_scotsman,2011-10-12,Life expectancy for HIV patients rises by 15 years,"PATIENTS infected with HIV can now expect to live 15 years longer than they would have over a decade ago thanks to better treatments, experts have said. 

Researchers said that over the past 13 years, earlier diagnosis and improvements in antiretroviral treatments had dramatically improved patients' outlook. 

But they said HIV patients still had a lower life expectancy than the general population.

Writing in the British Medical Journal, the Bristol University researchers said HIV infection had become a chronic disease with a good prognosis if treatment began early enough and the patient stuck to their treatment.

Dr Margaret May and her colleagues used data from the UK Collaborative HIV Cohort study, which in 2001 began collating routine data on HIV positive people who had been attending some of the UK's largest clinical centres since January 1996.

Their analysis showed that life expectancy for an average 20-year-old infected with HIV increased from 30 years to almost 46 between the periods of 1996-99 and 2006-8.

The researchers concluded: ""Life expectancy in the HIV-positive population has significantly improved in the UK."" .","{""British Medical Journal"": 1}","{""Margaret May"": 1}","{""the British Medical Journal"": 1, ""Bristol University"": 1, ""Collaborative HIV Cohort"": 1}","{""Margaret May"": 1}","{""the British Medical Journal"": 1, ""Bristol University"": 1, ""Collaborative HIV Cohort"": 1}"
02-11-040_bbcnews,2011-10-12,"HIV life expectancy rises in UK, study finds","Life expectancy for people with HIV in the UK has increased by 15 years in the past decade, thanks to modern drugs and earlier treatment, a study suggests.

Health authorities should consider more widespread testing for HIV, given the benefits of early treatment, UK researchers report in the BMJ.

The Terrence Higgins Trust says people at risk should get tested now.

Figures suggest 80,000 people in the UK carry HIV, and about 25% are unaware they have the infection.

A team led by Dr Margaret May, of the University of Bristol, looked at the life expectancy of the average 20-year-old starting treatment with anti-retroviral drugs between 1996-1999 and 2006-2008.

During that time average life expectancy increased from 30 to almost 46 years from the time of diagnosis, according to the data, reported in the BMJ.

A woman with HIV could expect to live a decade longer than a man with HIV, perhaps because women are tested for HIV during pregnancy and are likely to start treatment earlier, the study found.

Co-author Dr Mark Gompels, of North Bristol NHS trust, said: ""These results are very reassuring news for current patients and will be used to counsel those recently found to be HIV-positive."" 

The data

Data on 17,661 patients, of whom 1,248 (7%) died between 1996 and 2008

Life expectancy for the average 20-year-old with HIV increased from 30 to almost 46 years from the time of diagnosis between the periods 1996-9 and 2006-8

Life expectancy for women treated for HIV was 10 years' higher than for men

Starting anti-retroviral therapy later than guidelines suggest resulted in up to 15 years' loss of life

The HIV and sexual health charity Terrence Higgins Trust said it was good news for people with HIV, their families and friends.

Chief executive Sir Nick Partridge said: ""It also demonstrates why it's so much better to know if you have HIV.

Late diagnosis and late treatment mean an earlier grave, so if you've been at risk for HIV, get tested now. 

""Of course, it's not just length of life that's important, but quality of life too, and having HIV can still severely damage your life's chances. 

""While so much has changed 30 years on from the start of the epidemic, condoms continue to be the best way to protect yourself and your partner from HIV in the first place.""","{""BMJ"": 2}","{""The Terrence Higgins"": 1, ""Margaret May"": 1, ""Mark Gompels"": 1, ""Terrence Higgins"": 1, ""Nick Partridge"": 1}","{""BMJ"": 2, ""the University of Bristol"": 1, ""NHS"": 1}","{""Margaret May"": 1, ""Mark Gompels"": 1}","{""the University of Bristol"": 1, ""NHS"": 1}"
02-11-040_reuters,2011-10-11,UK study shows how better HIV drugs extend lives,"LONDON(Reuters) - Life expectancy for people in Britain who have HIV rose by 15 years between 1996 and 2008, thanks largely earlier diagnosis and treatment with better, less toxic drugs, scientists said on Wednesday.

While life expectancy for HIV patients is still lower than in the general population, dramatic progress in reducing side effects from drugs, offering them as combination therapies and starting treatment earlier have helped turn HIV into a chronic disease with a good prognosis, the researchers said.

In a study published in the British Medical Journal, the researchers added that the average lifespan of HIV positive patients should increase further with guidelines recommending they start treatment even earlier with modern, improved drugs.

""These results are very reassuring news for current patients and will be used to counsel those recently found to be HIV-positive,"" said Mark Gompels of Britain's North Bristol NHS Trust, who co-led the study.

Around 34 million people globally have the human immunodeficiency virus (HIV) that causes AIDS, and the vast majority of them live in sub-Saharan Africa.

Access to screening, diagnosis and early treatment with HIV drugs is limited in many poorer nations, but in wealthy countries like Britain their availability has made a big difference to many patients' lives.

Gompels worked with Margaret May of Bristol University and used data from the UK Collaborative HIV Cohort study, which in 2001 began collating routine data on HIV positive people who had been attending some of Britain's largest clinics since January 1996.

They looked at patients aged 20 and over who started treatment with at least three HIV drugs between 1996 and 2008.

Their analysis showed that life expectancy for an average 20-year-old infected with HIV increased from 30 years to almost 46 between the periods 1996 to 1999 and 2006 to 2008.

""We should expect further improvements for patients starting antiretroviral therapy now with improved modern drugs and new guidelines recommending earlier treatment,"" May said in a statement about the work.

The findings also showed that life expectancy for women treated for HIV in Britain is 10 years higher than for men.

During the period 1996 to 2008, life expectancy was 40 years for male patients and 50 years for female patients, compared with 58 years for men and nearly 62 years for women in the general UK population.

In a comment on the findings, Elena Losina, a senior scientist at the Boston Brigham and Women's Hospital in the United States said that although the progress in Britain was encouraging, it should also serve as ""an urgent call"" to increase awareness among patients and health workers about how effective HIV treatment can be -- especially if started early.

""In turn this should increase rates of routine HIV screening, with timely linkage to care and uninterrupted treatment,"" she said. 

""As these factors improve, the full benefits of treatment for all HIV infected people can be realized.""

(Editing by Rosalind Russell)","{""British Medical Journal"": 1}","{""Mark Gompels"": 1, ""Margaret May"": 1, ""May"": 1, ""Elena Losina"": 1, ""Rosalind Russell"": 1}","{""Reuters"": 1, ""the British Medical Journal"": 1, ""North Bristol NHS Trust"": 1, ""Gompels"": 1, ""Bristol University"": 1, ""Collaborative HIV Cohort"": 1, ""the Boston Brigham and Women's Hospital"": 1}","{""Mark Gompels"": 1, ""Margaret May"": 1, ""May"": 1, ""Rosalind Russell"": 1}","{""North Bristol NHS Trust"": 1, ""Gompels"": 2, ""Bristol University"": 1, ""Collaborative HIV Cohort"": 1, ""the Boston Brigham and Women's Hospital"": 1}"
